Model,Repeat,Fold,Log loss,Brier,Macro AUC,Accuracy
C + Quiz DK,6,3,0.9390638487775054,0.5543587696689699,0.6650544731994991,0.5741610450882092
C + Quiz DK,6,4,0.997574777417953,0.6011446120184609,0.6222215311016982,0.5331915952083862
C + Quiz DK,6,5,0.9847698241600324,0.5903298537932384,0.629407297877035,0.5385756593950715
C + Quiz DK,7,1,1.023814268343429,0.6150469104974791,0.5949841892128139,0.5014691632016347
C + Quiz DK,7,2,0.957661129119963,0.5711073585198506,0.6442545594583252,0.5679055538877806
C + Quiz DK,7,3,0.9614907741677007,0.5724058702322733,0.6542800161955651,0.5471802594423884
C + Quiz DK,7,4,0.9455721600442529,0.5606155339769642,0.6719324958013159,0.5613124997618818
C + Quiz DK,7,5,0.9736733720502068,0.57748178294008,0.6238761621905785,0.5488151820208167
C + Quiz DK,8,1,0.9454933091481668,0.5628534656435622,0.6628959989238365,0.5560304374852411
C + Quiz DK,8,2,1.0173786919215817,0.6108733523323083,0.6095782040001129,0.529232026300878
C + Quiz DK,8,3,0.9869437496648704,0.5930853061538145,0.6281893080979685,0.5193097550540788
C + Quiz DK,8,4,0.9445583371432004,0.5619891527789926,0.6599137908599398,0.5536417469605838
C + Quiz DK,8,5,0.9408153263821635,0.5553701873129661,0.6723883204671383,0.5664584019503937
C + Quiz DK,9,1,0.9359596860725203,0.5507901998532574,0.6605918219623209,0.575451820157171
C + Quiz DK,9,2,1.0037063784007747,0.5999738852599463,0.6273907042850405,0.5209609030073916
C + Quiz DK,9,3,0.9562818993280827,0.5700229327153884,0.6478629161227977,0.5453148877574204
C + Quiz DK,9,4,0.9749381934212723,0.5826610596776756,0.6374103071329577,0.5653762943288653
C + Quiz DK,9,5,0.9925520560223624,0.5947214069670332,0.6287748340422112,0.5266509312575134
C + Quiz DK,10,1,0.9274598190037598,0.5508264638153244,0.6733245248334199,0.5741384265270892
C + Quiz DK,10,2,0.989130591912246,0.5925096153980475,0.6248854820619568,0.522761452440748
C + Quiz DK,10,3,1.0187504566744883,0.6145921324380677,0.6136277133146197,0.49740775275947413
C + Quiz DK,10,4,0.9490778961535573,0.5624093794114222,0.6493308665039212,0.580201590337654
C + Quiz DK,10,5,0.9729422173445662,0.5779857059900813,0.636547337705868,0.5530678672733138
D + Self-assessed knowledge,1,1,0.9440068773398554,0.562938037724726,0.6812545806896138,0.53209168793638
D + Self-assessed knowledge,1,2,0.970193864223842,0.5797200479423201,0.6422523712357101,0.5338621071869432
D + Self-assessed knowledge,1,3,0.9968817970015255,0.595953350139442,0.6298933133422865,0.555850198981707
D + Self-assessed knowledge,1,4,0.9808639769630794,0.5847664372339719,0.6277059202886631,0.5400756215349422
D + Self-assessed knowledge,1,5,0.9625623426404099,0.5755494237411659,0.6392665886078841,0.5448790565015428
D + Self-assessed knowledge,2,1,1.0249448470138753,0.6171228013490785,0.6022328379298737,0.49778400081486607
D + Self-assessed knowledge,2,2,0.9641390233678487,0.5771594820134468,0.6559295471052217,0.5342472652354956
D + Self-assessed knowledge,2,3,0.9498216500310784,0.5659737916514814,0.6465484403731137,0.560864483914574
D + Self-assessed knowledge,2,4,0.9800784455108822,0.5846935283807014,0.6289232696494208,0.5564097925573769
D + Self-assessed knowledge,2,5,0.9342696487977691,0.5554397258460525,0.6734744723201275,0.5896098381240411
D + Self-assessed knowledge,3,1,0.9696892027361667,0.5791611608038025,0.6313152633743743,0.55500741859881
D + Self-assessed knowledge,3,2,0.9735715923284858,0.5824690800376013,0.6423592049660399,0.5268491705160816
D + Self-assessed knowledge,3,3,0.9679907947745268,0.5759743190108734,0.6418967051033134,0.5625718267815514
D + Self-assessed knowledge,3,4,0.9571019848209368,0.5702417536356086,0.6516731811872472,0.5550359999165658
D + Self-assessed knowledge,3,5,0.9920385960784016,0.594905883321844,0.6215889200035423,0.5175010011078011
D + Self-assessed knowledge,4,1,0.9818750759995626,0.5879546507401071,0.6312341100745665,0.5437212620583167
D + Self-assessed knowledge,4,2,0.9480547599023509,0.5619006637811036,0.6456531039842922,0.5591899458444576
D + Self-assessed knowledge,4,3,0.9775247675687967,0.5867869842798444,0.6395892141055728,0.5418420608579118
D + Self-assessed knowledge,4,4,0.9529669934779318,0.5656598587736189,0.6665235483622318,0.5459634883266204
D + Self-assessed knowledge,4,5,0.986601268271243,0.5934465277715644,0.6310708645118809,0.5441996078365884
D + Self-assessed knowledge,5,1,0.9871984393899724,0.5905066119155948,0.6267159080221926,0.5386732800365955
D + Self-assessed knowledge,5,2,0.949129058720768,0.5642665986799784,0.6551580552360589,0.5579905784112251
D + Self-assessed knowledge,5,3,0.951391252818903,0.5640998610156482,0.6551953876418389,0.5703468763771595
D + Self-assessed knowledge,5,4,0.9402570791098729,0.5600597878076902,0.692058770882734,0.5485481831525328
D + Self-assessed knowledge,5,5,1.0065000178837724,0.6078670575354069,0.6212774193121194,0.5197589821191685
D + Self-assessed knowledge,6,1,0.9624473702949288,0.574339394489412,0.6601120627784741,0.5410410645503541
D + Self-assessed knowledge,6,2,0.9557258306367942,0.5669733724682176,0.6428748197866468,0.5667494723207009
D + Self-assessed knowledge,6,3,0.9391355360517084,0.5543703294230511,0.6645979714076377,0.5815437117118475
D + Self-assessed knowledge,6,4,0.9929410672899726,0.5996743805928926,0.6312180969094777,0.521700530906578
D + Self-assessed knowledge,6,5,0.981794632868595,0.5898268153932785,0.6329563244185726,0.5392502931529508
D + Self-assessed knowledge,7,1,1.021351911250785,0.615147469921634,0.5971397615267652,0.5079439544088368
D + Self-assessed knowledge,7,2,0.9565029001798216,0.5713885951945203,0.6493692679977793,0.5597626891327937
D + Self-assessed knowledge,7,3,0.9566299324455801,0.5702100062823507,0.6650004980475136,0.5421800504932057
D + Self-assessed knowledge,7,4,0.9483078403419739,0.5626104932327238,0.6672182024220196,0.5549671302197327
